metadata_id,location_name,simulation_location_id,latitude_wgs84,longitude_wgs84,source_type,source_dataset,observation_start,observation_end,spatial_inclusion_rule,weight_basis,evidence_type,notes
TCBIS_2170020000,고잔고교사거리,2170020000,37.30736371418807,126.8359596362212,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2170021600,화정15교사거리,2170021600,37.30822646395059,126.8202883561142,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2170024102,고잔동826,2170024102,37.30963827185449,126.8320393159699,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2170024403,검찰사거리,2170024403,37.30987054571673,126.8276469445038,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2170038200,IBK기업은행안산중앙지점,2170038200,37.31955965115055,126.8260215743891,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2170062300,화정교,2170062300,37.3173990011501,126.8217039356739,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2170108103,고잔동794,2170108103,37.31391196313727,126.8225268082927,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2170139800,화정12교사거리,2170139800,37.31366646042139,126.820166352916,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2170140100,초지동763,2170140100,37.31350812571181,126.8168541532782,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2170140700,초지동770,2170140700,37.31403307429269,126.8201915929333,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2170144900,고잔동842,2170144900,37.31295011578792,126.8405270336482,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2160002105,해안교,2160002105,37.29809640150967,126.8173864181825,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2160027000,성어공원사거리,2160027000,37.31858796353356,126.84528494933,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2160027100,안산1교,2160027100,37.31871502578083,126.842841511125,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2160027200,도미니코수도회,2160027200,37.31893458830169,126.8658286995918,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2160009601,사동1346-1,2160009601,37.29081790884312,126.8517477845215,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2160011700,동녘교회,2160011700,37.29343171433298,126.8664950429967,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2160013100,상록교사거리,2160013100,37.29686343275969,126.8582293240508,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2160014200,한대정문사거리,2160014200,37.30013862085104,126.8377710427489,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2160015204,사동1621,2160015204,37.30139696650048,126.8397770801047,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2160017200,안산8교사거리,2160017200,37.30314405757848,126.8358145121028,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2160019200,예은유치원,2160019200,37.30482390106784,126.839877043147,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2160022400,속성변화점,2160022400,37.30844361990594,126.855526355638,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2160024300,속성변화점,2160024300,37.31162865055562,126.8459420125413,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2160024501,이동763,2160024501,37.31339065218609,126.8428427867746,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2160025400,식물원사거리,2160025400,37.3133799641472,126.8627152929783,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2170006600,화정교,2170006600,37.31743211972857,126.8210671364745,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2170015300,양지초교사거리,2170015300,37.30430699478291,126.8357275110722,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2170019600,보네르빌리지사거리,2170019600,37.30710602596298,126.8411951368914,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2170025902,초지동행정복지센터,2170025902,37.31045683349755,126.8166275286872,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2170107304,초지동765,2170107304,37.31486758972694,126.8179914159576,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2170141400,초지동764,2170141400,37.31420804508133,126.8169166411091,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2170143900,고잔동809,2170143900,37.3085670986508,126.8285406438261,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2170144500,고잔동839,2170144500,37.3130333093968,126.8385272006386,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2170146001,농협사거리,2170146001,37.31935777764563,126.8306532894054,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2160118801,BHC치킨,2160118801,37.28344693322823,126.8273148964186,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2170005700,안산교,2170005700,37.3163040887509,126.842652699738,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2160010300,속성변화점,2160010300,37.2901969327807,126.865273512163,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
TCBIS_2160015100,본오동성당,2160015100,37.30096949500918,126.859730543231,TCBIS_stop,"Transportation Card Big Data Integrated Information System (TCBIS), Route and Stop Indicators > Station-level Usage Volume",2024-05-11,2024-05-24,All public transit stops located within the geographic boundary of the study area.,"Observed hourly boarding and alighting volumes over the 14-day observation period, aggregated by stop and hour and converted to relative weights.",observed third-party public transit data,The processed values used by the simulation are included in Demand.xlsx. Individual raw stop-query files are not required for simulation execution.
